Date,Open,High,Low,Close,Adj Close,Volume
2018-07-13,47.770000,47.959999,47.724998,47.832500,46.326584,50055600
2018-07-16,47.880001,48.162498,47.605000,47.727501,46.224888,60172400
2018-07-17,47.437500,47.967499,47.299999,47.862499,46.355640,62138000
2018-07-18,47.945000,47.950001,47.482498,47.599998,46.101398,65573600
2018-07-19,47.422501,48.137501,47.422501,47.970001,46.459751,81147200
2018-07-20,47.945000,48.107498,47.542500,47.860001,46.353214,82704800
2018-07-23,47.669998,47.990002,47.389999,47.902500,46.394367,63957600
2018-07-24,48.112499,48.415001,48.012501,48.250000,46.730930,74791600
2018-07-25,48.264999,48.712502,48.107498,48.705002,47.171604,66839600
2018-07-26,48.652500,48.990002,48.402500,48.552502,47.023903,76304000
2018-07-27,48.747501,48.797501,47.525002,47.744999,46.241833,96096000
2018-07-30,47.974998,48.049999,47.267502,47.477501,45.982750,84118000
2018-07-31,47.575001,48.035000,47.334999,47.572498,46.074760,157492000
2018-08-01,49.782501,50.439999,49.327499,50.375000,48.789028,271742800
2018-08-02,50.145000,52.095001,50.087502,51.847500,50.215172,249616000
2018-08-03,51.757500,52.185001,51.369999,51.997501,50.360447,133789600
2018-08-06,52.000000,52.312500,51.767502,52.267502,50.621956,101701600
2018-08-07,52.330002,52.375000,51.689999,51.777500,50.147373,102349600
